   ,PURNO,RCVNO,CO,LNO,DIV,PURID,PURPRW,VNDNO,RCVDAT,MTNO,DLSTK,QLMK,OVDMK,ANS,GFDAT,OVDDYS,MTPAYDAT,CO,PURNO,ORDLNO,IT,DIV,ORDDAT,KINDAT,KINEMP,PURPRW,DLSTK,MKDYS,INQVND,ORDVND,PURID,MTNO,SPECID,ORDCAQQTY,CAQUN,ORDCPRQTY,CPRUN,CPRUP,CUCY,CIFUP,EXR,OCRYTAMT,CIFTAMT,ACRCVQTY,ACCPRRCVQTY,RCVDAT,ENDMK,DLABMK,RCVWRFDAT,DLHNTPRTMK,CNTRNO,CSTIDX,MLDTAXR,ISPMK,BRND,CIFCIFR,FRMID,RASHMK,SCDDAT,PAYENDMK,NCRDAT,AGRSUPPIVDDOC,PAYID,IVID,PAYTRM,ORGI,DRSUPPMK,DRSUPPDATNUM,ANNOUPSUPPMK,SIGNMK,OVSHPR,OVDPUNR,OVDPUNRUPL,CNTRPEMK,JBSAFMK,DLSITE,HLISID,BIDCLASSDATE,WWWMK,APKID,EMGPURMK,PLADDR,COTYPE,PURSTDNO,BGUP,BGCUCY
860,MW0DQ8,W17451,LG,K0,4,6,LG24,2900440536-005,0210313,CHEIP456,B420,,,0,0210326,,,LG,MW0DQ8,K0,01,4,0201021,0210106,PR09,LG24,B420,5,,2900440536-005,6,CHEIP456,1001-O0013008261,600.000,PC,,,40000.00000,VND,,,24000000.00,,355.000,,0210331,,,0210402,,HDA,,10,,NGHE AN INDUSTRIAL GAS,,,,0210630,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
861,MW0DQ8,W16604,LG,K0,4,6,LG24,2900440536-005,0210301,CHEIP456,B420,,,0,0210326,,,LG,MW0DQ8,K0,01,4,0201021,0210106,PR09,LG24,B420,5,,2900440536-005,6,CHEIP456,1001-O0013008261,600.000,PC,,,40000.00000,VND,,,24000000.00,,355.000,,0210331,,,0210402,,HDA,,10,,NGHE AN INDUSTRIAL GAS,,,,0210630,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
862,MW0AA9,W15977,LG,K0,3,6,LG24,2900440536-005,0210220,CHEINF78,BW3M,,,0,0210326,,,LG,MW0AA9,K0,01,3,0200822,0200822,PR09,LG24,BW3M,5,,2900440536-005,6,CHEINF78,1001-O0013078A,1020.000,PC,,,40000.00000,VND,,,40800000.00,,1020.000,,0210226,E,,0210227,,HDA1,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
863,NW65E0,W16537,LG,K0,5,6,LG24,2900440536-005,0210301,CHEINF78,M5M4,,,0,0210326,,,LG,NW65E0,K0,01,5,0210204,0210204,PR09,LG24,M5M4,5,,2900440536-005,6,CHEINF78,1001-O0013078A,30.000,PC,,,40000.00000,VND,,,1200000.00,,30.000,,0210316,E,,0210318,,HDA1,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,40000.00000,VND
864,MWUL56,W16533,LG,K0,2,6,LG24,2900440536-005,0210301,CHEINF78,M2M2,,,0,0210326,,,LG,MWUL56,K0,01,2,0210116,0210116,PR09,LG24,M2M2,5,,2900440536-005,6,CHEINF78,1001-O0013078A,150.000,PC,,,40000.00000,VND,,,6000000.00,,50.000,,0210403,,,0210406,,HDA1,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,44500.00000,VND
865,MW0G00,W16803,LG,K0,4,6,LG24,2900440536-005,0210304,CHEINF78,BW40,,,0,0210326,,,LG,MW0G00,K0,01,4,0201203,0201203,PR09,LG24,BW40,5,,2900440536-005,6,CHEINF78,1001-O0013078A,510.000,PC,,,40000.00000,VND,,,20400000.00,,120.000,,0210320,,,0210323,,HDA1,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
866,MWS8Z0,W14630,LG,K0,2,6,LG24,2900440536-005,0210123,CHEINF78,M2M2,,,0,0210326,,,LG,MWS8Z0,K0,01,2,0201113,0201113,PR09,LG24,M2M2,5,,2900440536-005,6,CHEINF78,1001-O0013078A,120.000,PC,,,40000.00000,VND,,,4800000.00,,115.000,,0210123,,,0210126,,HDA1,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,44500.00000,VND
867,MW07U6,W16956,LG,K0,4,6,LG24,2900440536-005,0210305,CHEINF78,B420,,,0,0210326,,,LG,MW07U6,K0,01,4,0200627,0200627,PR09,LG24,B420,5,,2900440536-005,6,CHEINF78,1001-O0013078A,210.000,PC,,,40000.00000,VND,,,8400000.00,,160.000,,0210305,,,0210307,,HDA1,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
868,LWW8D1,W16294,LG,00,6,0,5C,2900440536-005,0210225,CHEIN535,M610,,,0,0210326,,,LG,LWW8D1,00,01,6,0191126,0191126,N000000028,5C,M610,4,,2900440536-005,0,CHEIN535,1001-C0303609A,1000.000,PC,,,200000.00000,VND,,,200000000.00,,760.000,,0210403,,,0210406,,,,10,,BAC HA INDUSTRIAL,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,*,,,,,
869,LWW8D1,W17253,LG,00,6,0,5C,2900440536-005,0210310,CHEIN535,M610,,,0,0210326,,,LG,LWW8D1,00,01,6,0191126,0191126,N000000028,5C,M610,4,,2900440536-005,0,CHEIN535,1001-C0303609A,1000.000,PC,,,200000.00000,VND,,,200000000.00,,760.000,,0210403,,,0210406,,,,10,,BAC HA INDUSTRIAL,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,*,,,,,
870,LWW8D1,W17522,LG,00,6,0,5C,2900440536-005,0210313,CHEIN535,M610,,,0,0210326,,,LG,LWW8D1,00,01,6,0191126,0191126,N000000028,5C,M610,4,,2900440536-005,0,CHEIN535,1001-C0303609A,1000.000,PC,,,200000.00000,VND,,,200000000.00,,760.000,,0210403,,,0210406,,,,10,,BAC HA INDUSTRIAL,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,*,,,,,
871,LWW8D1,W16843,LG,00,6,0,5C,2900440536-005,0210304,CHEIN535,M610,,,0,0210326,,,LG,LWW8D1,00,01,6,0191126,0191126,N000000028,5C,M610,4,,2900440536-005,0,CHEIN535,1001-C0303609A,1000.000,PC,,,200000.00000,VND,,,200000000.00,,760.000,,0210403,,,0210406,,,,10,,BAC HA INDUSTRIAL,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,*,,,,,
872,MWQKE9,W14631,LG,K0,2,6,LG24,2900440536-005,0210123,FUEIG79,M2M2,,,0,0210326,,,LG,MWQKE9,K0,01,2,0200924,0200924,PR09,LG24,M2M2,5,,2900440536-005,6,FUEIG79,1115-3009980505A,90.000,PC,,,445000.00000,VND,,,40050000.00,,90.000,,0210301,E,,0210303,,HDA,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,FUEIG79,545000.00000,VND
873,NW5NA8,W17059,LG,K0,2,6,LG24,2900440536-005,0210308,FUEIG79,M2M3,,,0,0210326,,,LG,NW5NA8,K0,01,2,0210120,0210120,PR09,LG24,M2M3,7,,2900440536-005,6,FUEIG79,1115-3009980505A,60.000,PC,,,440000.00000,VND,,,26400000.00,,60.000,,0210323,E,,0210325,,HDA,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,540000.00000,VND
874,NW5NA8,W16496,LG,K0,2,6,LG24,2900440536-005,0210227,FUEIG79,M2M3,,,0,0210326,,,LG,NW5NA8,K0,01,2,0210120,0210120,PR09,LG24,M2M3,7,,2900440536-005,6,FUEIG79,1115-3009980505A,60.000,PC,,,440000.00000,VND,,,26400000.00,,60.000,,0210323,E,,0210325,,HDA,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,540000.00000,VND
875,MWSCK1,W14830,LG,00,2,0,LG28,2900440536-005,0210127,CHEIP312,M2M2,,,0,0210326,,,LG,MWSCK1,00,01,2,0210122,0210122,VNW0007917,LG28,M2M2,7,,2900440536-005,0,CHEIP312,1001-N0093008A00,17.000,ST,,,1000000.00000,VND,,,17000000.00,,1.000,,0210127,,,0210129,,,,10,,KHI CN NGHE AN,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,,1000000.00000,VND
876,NW02H0,W16616,LG,K0,4,6,LG24,2900440536-005,0210302,FUEIG101,BW40,,,0,0210326,,,LG,NW02H0,K0,01,4,0210225,0210225,PR09,LG24,BW40,7,,2900440536-005,6,FUEIG101,1115-50000005120,60.000,PC,,,265000.00000,VND,,,15900000.00,,28.000,,0210329,,,0210331,,HDA,,10,,PETRO VIET NAM GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
877,NW02H0,W17189,LG,K0,4,6,LG24,2900440536-005,0210309,FUEIG101,BW40,,,0,0210326,,,LG,NW02H0,K0,01,4,0210225,0210225,PR09,LG24,BW40,7,,2900440536-005,6,FUEIG101,1115-50000005120,60.000,PC,,,265000.00000,VND,,,15900000.00,,28.000,,0210329,,,0210331,,HDA,,10,,PETRO VIET NAM GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
878,NW5TJ7,W17866,LG,00,2,0,LG14,0107613986,0210319,WACWDN31,B233,,,0,0210326,,,LG,NW5TJ7,00,01,2,0210315,0210315,VNW0005359,LG14,B233,30,,0107613986,0,WACWDN31,1410-07250150ZT654V,150.000,KG,,,133000.00000,VND,,,19950000.00,,150.000,,0210319,E,,0210321,,,,10,,ZIMMITE ZT-654V,,C3,,M,,,,,,,TW,,,,,,,,,,,,,E,52,,,2,14010,133200.00000,VND
879,NW01H9,W16897,LG,00,2,0,LG16,0107613986,0210305,WACWDM26,BW27,,,0,0210326,,,LG,NW01H9,00,01,2,0210219,0210219,VNW0007819,LG16,BW27,30,,0107613986,0,WACWDM26,1410-03650001ZC570V,150.000,KG,,,85000.00000,VND,,,12750000.00,,50.000,,0210305,,,0210307,,,,10,,ZIMMITE ZC-570V,,C3,,M,,,,,,,TW,,,,,,,,,,,,,E,52,,,2,20210127-ZC570,,
880,MWMX71,W17132,LG,00,5,0,102,0104188003,0210309,CHEIN152,B523,,,0,0210327,,,LG,MWMX71,00,01,5,0200915,0200915,N000000714,102,B523,3,,0104188003,0,CHEIN152,1001-F0093004,1184878.000,KG,,,2938.00000,VND,,,3481171564.00,,1181458.000,,0210326,,,0210328,,,,10,,N,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"2,3",5240L004,3250.00000,VND
881,LWPLE7,W63076,LG,P0, ,1, ,CINYETA,0210308,WACWDL23           A,B521,, ,0,0210327,,,LG,LWPLE7,P0,01,5,0190830,0201201,N000000710,1R,B521,120,16125060,CINYETA,1,WACWDL23,1410-08652001VMA833,3050.000,KG,,,6.73000,USD,6.797,1.000000,20526.50,20731.77,2050.000,,0210308,,,0210312,,ZK,,,,CINYEA,1.0100,C2,,0210630,,,,,,,,,,,,,,,,,,,,,51,,,,,460937700.00000,VND
882,LW0PC9,W18212,LG,00,2,0,1B,0100150873,0210325,CHEINE68,B233,,*,1,0210327,5,,LG,LW0PC9,00,01,2,0200304,0200304,N000000799,1B,B233,4,,0100150873,0,CHEINE68,1001-A0133996,135000.000,KG,,,14500.00000,VND,,,1957500000.00,,114010.000,,0210325,,,0210327,,,,10,,VIET NAM,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,ZZ,,"t?ng 6-7 t?a nh? Vi?n D?u kh? Vi?t Nam s? 167 ph? Trung K?nh, ph??ng Y?n H?a, qu?n C?u Gi?y, Th?nh ph? H? N?i",5,NH3,,
883,MWUH86,W17286,LG,00,5,0,1B,0104188003,0210311,CHEIPD81,B523,,,0,0210327,,,LG,MWUH86,00,01,5,0210218,0210218,N000057481,1B,B523,5,,0104188003,0,CHEIPD81,1001-D00939745E7,212.000,BX,,,12300000.00000,VND,,,2607600000.00,,85.000,,0210402,,,0210406,,,,10,,無,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,,,,"2,3",5240L019,11960000.00000,VND
884,MWMX71,W16700,LG,00,5,0,102,0104188003,0210303,CHEIN152,B523,,,0,0210327,,,LG,MWMX71,00,01,5,0200915,0200915,N000000714,102,B523,3,,0104188003,0,CHEIN152,1001-F0093004,1184878.000,KG,,,2938.00000,VND,,,3481171564.00,,1181458.000,,0210326,,,0210328,,,,10,,N,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"2,3",5240L004,3250.00000,VND
885,NW70C3,W17642,LG,K0,5,6,LG24,0311010882,0210316,WACWDS68,B512,,,0,0210329,,,LG,NW70C3,K0,03,5,0210305,0210305,PR09,LG24,B512,30,,0311010882,6,WACWDX61,1410-036528503DTRASAR3DT129,11.000,TK,,,32319000.00000,VND,,,355509000.00,,6.000,,0210316,,,0210318,,HT44,,10,,NALCO,,,,M,,,,,A,,KR,,,,,,,,Y,,,,,E,,,,,CPGAS5120-00144,32319000.00000,VND
886,NW70C3,W17642,LG,K0,5,6,LG24,0311010882,0210316,WACWDS68,B512,,,0,0210329,,,LG,NW70C3,K0,04,5,0210305,0210305,PR09,LG24,B512,30,,0311010882,6,WACWDX62,1410-3465025090001,98.000,TK,,,3852025.00000,VND,,,377498450.00,,30.000,,0210316,,,0210318,,HT44,,10,,NALCO,,,,M,,,,,A,,ID,,,,,,,,Y,,,,,E,,,,,CPGAS5120-00142,3852025.00000,VND
887,NW02Y2,W17540,LG,K0,2,6,LG24,3600725726,0210315,PASFP223,B211,,,0,0210329,,,LG,NW02Y2,K0,01,2,0210304,0210304,PR09,LG24,B211,30,,3600725726,6,PASFP223,1203-0801913001,30.000,GL,,,380000.00000,VND,,,11400000.00,,30.000,,0210315,E,,0210317,,LG0X,,10,,RAINBOW,,,,0210406,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,SONVANGCAM,,
888,MWMV76,W17354,LG,00,2,0,1B,0200835768,0210312,CHEIN376,B211,,,0,0210329,,,LG,MWMV76,00,01,2,0200924,0200924,N000057481,1B,B211,3,,0200835768,0,CHEIN376,1001-S0323456,231605.000,KG,,,4750.00000,VND,,,1100123750.00,,179800.000,,0210330,,,0210401,,,,10,,CHEIN376,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",XUTNAOH45,4600.00000,VND
889,NW5UG9,W18332,LG,00,5,0,LG28,3600725726,0210326,PASFP222,B521,,*,1,0210329,3,,LG,NW5UG9,00,01,5,0210218,0210218,VNW0007917,LG28,B521,30,,3600725726,0,PASFP222,1203-0801813001,14.000,GL,,,418000.00000,VND,,,5852000.00,,14.000,,0210326,E,,0210328,,,,10,,RAINBOW,,C3,,0210323,,,,,,,VN,,,,,,,,,,,,,E,,,,,PASFP222-5210,418000.00000,VND
890,MWRA15,W17823,LG,00,5,0,1Q,0105426966,0210319,WACIAC86,B523,,,0,0210329,,,LG,MWRA15,00,01,5,0201113,0201113,N000139490,1Q,B523,30,,0105426966,0,WACIAC86,1403-566B05002714100,56.000,BX,,,4010000.00000,VND,,,224560000.00,,20.000,,0210319,,,0210321,,,,10,,Hach,,C3,,M,,,,,,,US,,,,,,,,,,,,,E,,,,,5240H075,4150000.00000,VND
891,MWSKA9,W17824,LG,00,5,0,1Q,0105426966,0210319,WACIAB81,B523,,,0,0210329,,,LG,MWSKA9,00,01,5,0201201,0201201,N000139490,1Q,B523,30,,0105426966,0,WACIAB81,1403-811B05042606945,168.000,BX,,,2352000.00000,VND,,,395136000.00,,100.000,,0210319,,,0210321,,,,10,,Hach,,C3,,M,,,,,,,US,,,,,,,,,,,,,E,,,,,5240H007,2490000.00000,VND
892,NW51V7,W17760,LG,00,6,0,532,0201275452,0210318,LUBLOT56,MW60,,,0,0210329,,,LG,NW51V7,00,01,6,0210219,0210219,N000016150,532,MW60,90,,0201275452,0,LUBLOT56,1121-22052200AW46,263.000,TK,,,8250000.00000,VND,,,2169750000.00,,99.000,,0210318,,,0210320,,,,10,,FORMOSA (ILV) HYDRAULIC FLUID AW-46,,C3,,0210524,,,,,,,VN,,,,,,,,,,,,,E,,,,,,7117000.00000,VND
893,NW67L6,W16895,LG,00,2,0,LG30,0107613986,0210305,WACWDM26,B233,,,0,0210329,,,LG,NW67L6,00,01,2,0210226,0210226,VNW0000361,LG30,B233,30,,0107613986,0,WACWDM26,1410-03650001ZC570V,85.000,KG,,,85000.00000,VND,,,7225000.00,,75.000,,0210305,,,0210307,,,,10,,ZIMMITE ZC-570V,,C3,,0210331,,,,,,,TW,,,,,,,,,,,,,E,51,,,2,LG2300-RW-C001,3.47000,VND
894,NW5TL0,W16894,LG,00,2,0,LG16,0107613986,0210305,WACWDM27,B233,,,0,0210329,,,LG,NW5TL0,00,01,2,0210219,0210219,VNW0007819,LG16,B233,30,,0107613986,0,WACWDM27,1410-08650001ZD655V,50.000,KG,,,100000.00000,VND,,,5000000.00,,50.000,,0210305,E,,0210307,,,,10,,ZIMMITE ZD-655V,,C3,,0210324,,,,,,,TW,,,,,,,,,,,,,E,51,,,2,LG2300-RW-D001,4.19000,VND
895,MWS8Z5,W15442,LG,00,3,0,1B,0200835768,0210204,CHEIN376,B331,,,0,0210329,,,LG,MWS8Z5,00,01,3,0201123,0201123,N000000799,1B,B331,5,,0200835768,0,CHEIN376,1001-S0323456,86536.000,KG,,,4750.00000,VND,,,411046000.00,,85480.000,,0210326,E,,0210328,,,,10,,CHEIN376,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",331NAOHR3,5490.00000,VND
896,MWS8Z5,W15598,LG,00,3,0,1B,0200835768,0210205,CHEIN376,B331,,,0,0210329,,,LG,MWS8Z5,00,01,3,0201123,0201123,N000000799,1B,B331,5,,0200835768,0,CHEIN376,1001-S0323456,86536.000,KG,,,4750.00000,VND,,,411046000.00,,85480.000,,0210326,E,,0210328,,,,10,,CHEIN376,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",331NAOHR3,5490.00000,VND
897,MWS8Z5,W15599,LG,00,3,0,1B,0200835768,0210205,CHEIN376,B331,,,0,0210329,,,LG,MWS8Z5,00,01,3,0201123,0201123,N000000799,1B,B331,5,,0200835768,0,CHEIN376,1001-S0323456,86536.000,KG,,,4750.00000,VND,,,411046000.00,,85480.000,,0210326,E,,0210328,,,,10,,CHEIN376,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",331NAOHR3,5490.00000,VND
898,MWR5A4,W16991,LG,00,5,0,1B,0200835768,0210306,CHEING18,B523,,,0,0210329,,,LG,MWR5A4,00,01,5,0201120,0201120,N000057481,1B,B523,5,,0200835768,0,CHEING18,1001-H0073357,502087.000,KG,,,4820.00000,VND,,,2420059340.00,,404450.000,,0210331,,,0210402,,,,10,,CHEING18,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,"2,3",5240L008,5850.00000,VND
899,MWR5A4,W17447,LG,00,5,0,1B,0200835768,0210313,CHEING18,B523,,,0,0210329,,,LG,MWR5A4,00,01,5,0201120,0201120,N000057481,1B,B523,5,,0200835768,0,CHEING18,1001-H0073357,502087.000,KG,,,4820.00000,VND,,,2420059340.00,,404450.000,,0210331,,,0210402,,,,10,,CHEING18,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,"2,3",5240L008,5850.00000,VND
900,MWMV76,W17352,LG,00,2,0,1B,0200835768,0210312,CHEIN376,B211,,,0,0210329,,,LG,MWMV76,00,01,2,0200924,0200924,N000057481,1B,B211,3,,0200835768,0,CHEIN376,1001-S0323456,231605.000,KG,,,4750.00000,VND,,,1100123750.00,,179800.000,,0210330,,,0210401,,,,10,,CHEIN376,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",XUTNAOH45,4600.00000,VND
901,NW70C3,W17642,LG,K0,5,6,LG24,0311010882,0210316,WACWDS68,B512,,,0,0210329,,,LG,NW70C3,K0,02,5,0210305,0210305,PR09,LG24,B512,30,,0311010882,6,WACWDX60,1410-036522703DTRASAR3DT199,4.000,TK,,,41087000.00000,VND,,,164348000.00,,2.000,,0210316,,,0210318,,HT44,,10,,NALCO,,,,M,,,,,A,,TH,,,,,,,,Y,,,,,E,,,,,CPGAS5120-00145,20572500.00000,VND
902,NW70C3,W17642,LG,K0,5,6,LG24,0311010882,0210316,WACWDS68,B512,,,0,0210329,,,LG,NW70C3,K0,01,5,0210305,0210305,PR09,LG24,B512,30,,0311010882,6,WACWDS68,1410-066523603DT120,19.000,TK,,,28367200.00000,VND,,,538976800.00,,6.000,,0210316,,,0210318,,HT44,,10,,NALCO,,,,M,,,,,A,,TH,,,,,,,,Y,,,,,E,,,,,CPGAS5120-00143,120200.00000,VND
903,MWM0N4,W16608,LG,00,5,0,1B,0201166485,0210302,CHEIN848,B523,,,0,0210329,,,LG,MWM0N4,00,01,5,0200818,0200818,N000000799,1B,B523,3,,0201166485,0,CHEIN848,1001-S0323326,1686000.000,KG,,,3130.00000,VND,,,5277180000.00,,1686530.000,,0210316,E,,0210318,,,,10,,LG-MWM0N4,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,,5240L005,5398.00000,VND
904,NW70K6,W17074,LG,K0,3,6,LG24,0106596417,0210308,LUBLGT26,M3M5,,,0,0210329,,,LG,NW70K6,K0,01,3,0210305,0210305,PR09,LG24,M3M5,30,,0106596417,6,LUBLGT26,1122-1JK42501499,408.000,CA,,,390300.00000,VND,,,159242400.00,,408.000,,0210308,E,,0210310,,LG07,,10,,TGL-250B,,,,0210407,,,,,A,,US,,,,,,,,Y,,,,,E,,,,,LUBLGT26,390300.00000,VND
905,NW01G9,W17870,LG,K0,5,6,LG24,0106596417,0210319,LUBLGR82,B523,,,0,0210329,,,LG,NW01G9,K0,01,5,0210128,0210128,PR09,LG24,B523,50,,0106596417,6,LUBLGR82,1122-1A54250LE1282,120.000,CA,,,487300.00000,VND,,,58476000.00,,90.000,,0210319,,,0210321,,LG07,,10,,MONOLEC LE 1282 TGL-250B,,,,M,,,,,A,,US,,,,,,,,Y,,,,,E,,,,,,,
906,LWW4V7,W17892,LG,K0,6,6,LG3,3001494653,0210319,CHEIN93,M610,,,0,0210329,,,LG,LWW4V7,K0,01,6,0190615,0190615,PR09,LG3,M610,10,,3001494653,6,CHEIN93,1001-C030301855D,1000.000,PC,,,169000.00000,VND,,,169000000.00,,905.000,,0210319,,,0210321,,HSY,,10,,CO2,,,,M,,,,,A,,,,,,,,,,Y,,,,,E,,,,,,,
907,MWSDT8,W15760,LG,K0,5,6,LG24,2802022805,0210209,CHEIN170,B521,,,0,0210330,,,LG,MWSDT8,K0,01,5,0201110,0201110,PR09,LG24,B521,5,,2802022805,6,CHEIN170,1001-H0043326,120000.000,KG,,,2699.00000,VND,,,323880000.00,,120000.000,,0210209,E,,0210211,,HVH2,,10,,VIETTRI CHEM-DONG A CHEM,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,CHEIN170-5210,247850520.00000,VND
908,MWTW68,W17731,LG,K0,4,6,LG3,2802022805,0210317,CHEINA58,B4MD,,,0,0210330,,,LG,MWTW68,K0,01,4,0201215,0201215,PR09,LG3,B4MD,5,,2802022805,6,CHEINA58,1001-S0333016,270000.000,KG,,,2980.00000,VND,,,804600000.00,,61840.000,,0210330,,,0210401,,LG2C,,10,,Viet Nam,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,,3150.00000,VND
909,NW55U8,W15762,LG,K0,5,6,LG24,2802022805,0210209,CHEIN170,B521,,,0,0210330,,,LG,NW55U8,K0,01,5,0210112,0210316,PR09,LG24,B521,5,,2802022805,6,CHEIN170,1001-H0043326,48260.000,KG,,,2699.00000,VND,,,130253740.00,,48260.000,,0210303,E,,0210316,,HVH2,,10,,VIETTRI CHEM-DONG A CHEM,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,CHEIN170-5210,247850520.00000,VND
910,MWS4S2,W17458,LG,00,4,0,1B,2802022805,0210310,CHEIN848,B4MD,,,0,0210330,,,LG,MWS4S2,00,01,4,0201112,0201112,N000000799,1B,B4MD,5,,2802022805,0,CHEIN848,1001-S0323326,254688.000,KG,,,3058.00000,VND,,,778835904.00,,126920.000,,0210325,,,0210327,,,,10,,VIET TRI CHEM,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,,3900.00000,VND
911,MWW674,W17307,LG,K0,3,6,LG24,0101394777-009,0210311,CHEOR169,M3M1,,,0,0210330,,,LG,MWW674,K0,01,3,0201127,0201127,PR09,LG24,M3M1,30,,0101394777-009,6,CHEOR169,1002-E00539561J0,50.000,CA,,,17000.00000,VND,,,850000.00,,50.000,,0210311,E,,0210313,,HN18,,10,,KHKT,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
912,NW6LW4,W17495,LG,K0,4,6,LG24,3001947624,0210313,PASAL16,B420,,,0,0210330,,,LG,NW6LW4,K0,01,4,0210222,0210222,PR09,LG24,B420,40,,3001947624,6,PASAL16,1205-10251400,31.000,CA,,,25200.00000,VND,,,781200.00,,31.000,,0210313,E,,0210314,,LG35,,10,,TOAKOBE,,,,0210406,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,26900.00000,VND
913,NW55U8,W16710,LG,K0,5,6,LG24,2802022805,0210303,CHEIN170,B521,,,0,0210330,,,LG,NW55U8,K0,01,5,0210112,0210316,PR09,LG24,B521,5,,2802022805,6,CHEIN170,1001-H0043326,48260.000,KG,,,2699.00000,VND,,,130253740.00,,48260.000,,0210303,E,,0210316,,HVH2,,10,,VIETTRI CHEM-DONG A CHEM,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,CHEIN170-5210,247850520.00000,VND
914,MWT422,W17666,LG,K0,4,6,LG24,2802022805,0210317,CHEIN7,B4MD,,,0,0210330,,,LG,MWT422,K0,01,4,0201125,0201125,PR09,LG24,B4MD,3,,2802022805,6,CHEIN7,1001-A0103086,380000.000,KG,,,2850.00000,VND,,,1083000000.00,,148050.000,,0210403,,,0210406,,HMV,,10,,??C GIANG,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,,3200.00000,VND
915,MWT422,W17913,LG,K0,4,6,LG24,2802022805,0210320,CHEIN7,B4MD,,,0,0210330,,,LG,MWT422,K0,01,4,0201125,0201125,PR09,LG24,B4MD,3,,2802022805,6,CHEIN7,1001-A0103086,380000.000,KG,,,2850.00000,VND,,,1083000000.00,,148050.000,,0210403,,,0210406,,HMV,,10,,??C GIANG,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,,3200.00000,VND
916,NW5GB6,W17457,LG,K0,5,6,LG3,2802022805,0210310,CHEINA58,B512,,,0,0210330,,,LG,NW5GB6,K0,01,5,0210116,0210116,PR09,LG3,B512,5,,2802022805,6,CHEINA58,1001-S0333016,30000.000,KG,,,2980.00000,VND,,,89400000.00,,25970.000,,0210310,,,0210314,,LG2C,,10,,Viet Nam,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,CPGAS5120-80000,2980.00000,VND
